Judul;Kode Eksemplar;Jumlah Buku yang dipinjam;Frekuensi Peminjaman
Penelitian pendidikan;46999;1;Jarang dipinjam
AKUNTANSI KEUANGAN LANJUTAN(PERSPEKTIF INDONESIA) BUKU 1;37609;1;Jarang dipinjam
Strategi pembelajaran inovatif : kiat menjadi pendidik yang inspiratif;48639;1;Jarang dipinjam
Strategi & desain pengembangan sistem pembelajaran;1719;1;Jarang dipinjam
STILISTIKA;37448;1;Jarang dipinjam
Auditing : teori dan praktik dasar pemeriksaan akuntan publik;48118;1;Jarang dipinjam
Auditing;49891;3;Sering dipinjam
AKUNTANSI MANAJEMEN EDISI 4 JILID 2;270;5;Sering dipinjam
Lavender;50772;3;Sering dipinjam
new york times bestselling series;50803;4;Sering dipinjam
Teori tawa dan cara-cara melucu lainnya;50687;4;Sering dipinjam
Hukum administrasi negara;H004;9;Sering dipinjam
Seperti sungai yang mengalir buah pikiran dan renungan;50815;1;Jarang dipinjam
Senjata hebat para introver hal-hal yang dianggap;50709;4;Sering dipinjam
Senyawa Kompleks;49221;2;Jarang dipinjam
PENGANTAR HUKUM ADMINISTRASI INDONESIA;37242;2;Jarang dipinjam
Hukum administrasi negara;H004.1;7;Sering dipinjam
Sistem dan administrasi pemerintahan daerah teori, regulasi, dan implementasi;50830;1;Jarang dipinjam
68 MODEL PEMBELAJARAN INOVATIF DALAM KURIKULUM 2013;37506;2;Jarang dipinjam
PENGEMBANGAN STRATEGI & MODEL PEMBELAJRAN;37062;2;Jarang dipinjam
Auditing jilid 1;24273;4;Sering dipinjam
Multimedia pembelajaran;45351;1;Jarang dipinjam
Desain Pembelajaran;48165;1;Jarang dipinjam
Akuntansi keuangan lanjutan (perspektif Indonesia) buku 2;42639;8;Sering dipinjam
Akuntansi manajemen edisi 3 revisi;28380;5;Sering dipinjam
Auditing Konsep dasar dan pedoman pemeriksaan akuntansi publik;A000013;6;Sering dipinjam
Akuntansi manajemen edisi 3 revisi;40265;10;Sering dipinjam
Auditing Konsep dasar dan pedoman pemeriksaan akuntansi publik;A000011;5;Sering dipinjam
Media pembelajaran;33597;3;Sering dipinjam
Media konvensional dan media online;48780;5;Sering dipinjam
Media pembelajaran digital;49851;6;Sering dipinjam
Strategi belajar mengajar;23325;1;Jarang dipinjam
Strategi belajar mengajar di kelas;1826;2;Jarang dipinjam
Strategi belajar mengajar;20083;1;Jarang dipinjam
Akuntansi aktiva, utang dan modal;29283;1;Jarang dipinjam
Akuntansi keuangan : pemahaman perhitungan dan pencatatan akuntansi keuangan;47992;2;Jarang dipinjam
SASTRA ANAK;30195;1;Jarang dipinjam
Memahami penelitian kualitatif;30087;1;Jarang dipinjam
DRAMA KARYA DALAM DUA DIMENSI;31193;1;Jarang dipinjam
PENGANTAR ILMU HUKUM TATA NEGARA;15.144.2;1;Jarang dipinjam
HUKUM ADMINISTRASI PEMERINTAHN DAERAH;17588;1;Jarang dipinjam
Kamus bergambar kecilku Mandarin-Indonesia dilengkapi pena bersuara;50940;1;Jarang dipinjam
Pengantar ilmu ekonomi makro( teori & soal );P01410009;6;Sering dipinjam
Pengantar Teori Ekonomi;172;2;Jarang dipinjam
Ekonomi Makro;339MHS3.1;10;Sering dipinjam
Warren reeve fess accounting pengantar akuntansi buku satu;42287;2;Jarang dipinjam
Makroekonomi : Teori Pengantar Edisi Ketiga;50060;9;Sering dipinjam
Accounting- Indonesia adaptation Pengantar akuntansi adaptasi indonesia;2283;3;Sering dipinjam
Akuntansi keuangan lanjutan (perspektif Indonesia) buku 2;42640;8;Sering dipinjam
Sastra kita, kritik, dan lokalitas;60166;1;Jarang dipinjam
metodologi penelitian sastra Epistemologi, model, teori dan aplikasi;19720;3;Sering dipinjam
METODOLOGI PENELITIAN KUALITATIF;48188;5;Sering dipinjam
Makroekonomi : Teori Pengantar Edisi Ketiga;178sm3;8;Sering dipinjam
Akuntansi keuangan jilid 1;42269;1;Jarang dipinjam
AKUNTANSI KEUANGAN;33286;2;Jarang dipinjam
AKUNTANSI KEUANGAN;41082;2;Jarang dipinjam
Principles of economics pengantar ekonomi makro;24269;5;Sering dipinjam
AKUNTANSI  KEUANGAN DASAR 1 Teori dan kasus;28129;2;Jarang dipinjam
Akuntansi keuangan jilid 1;2335;1;Jarang dipinjam
Cooperative Learning;17549;1;Jarang dipinjam
Cooperative learning;C201;1;Jarang dipinjam
PENERAPAN TEORI HUKUM PADA PENELITIAN;15.449.1;1;Jarang dipinjam
PENERAPAN TEORI HUKUM PADA PENELITIAN;15.182.2;1;Jarang dipinjam
Pendidikan pancasila dan kewarganegaraan untuk perguruan tinggi di era revolusi industri 4.0;48527;1;Jarang dipinjam
Akuntansi manajemen pendekatan studi kasus;49103;5;Sering dipinjam
Pelayanan prima instansi pemerintah;17158;1;Jarang dipinjam
Kebijakan birokrasi dan pelayanan publik tinjuan kritis ilmu administrasi negara;47718;1;Jarang dipinjam
Analisis laporan keuangan : Integrated and comprehensive edition;40035;2;Jarang dipinjam
akuntasi sektor publik;21674;2;Jarang dipinjam
Akuntansi sektor publik organisasi non laba EDISI 2;33167;1;Jarang dipinjam
Media Pembelajaran;20117;2;Jarang dipinjam
Model-model pembelajaran;20842;1;Jarang dipinjam
Pengantar ilmu ekonomi makro & mikro;40749;4;Sering dipinjam
Pengantar ilmu ekonomi makro( teori & soal );33974;4;Sering dipinjam
Pengantar Teori Ekonomi;11;3;Sering dipinjam
3 hari jago berbahasa inggris;31048;1;Jarang dipinjam
Mandarin for secretary bahasa mandarin praktis untuk kesekretarisan;2540;1;Jarang dipinjam
Akuntansi manajemen edisi 3 revisi;13.057.019;6;Sering dipinjam
Akuntansi manajerial : Managerial Accounting, edisi 11;A020001;3;Sering dipinjam
Auditing Konsep dasar dan pedoman pemeriksaan akuntansi publik;A000012;6;Sering dipinjam
Makroekonomi : Teori Pengantar Edisi Ketiga;278MHS3.2;8;Sering dipinjam
pengantar ilmu ekonomi makro;40179;9;Sering dipinjam
Makroekonomi : Teori Pengantar Edisi Ketiga;41520;9;Sering dipinjam
Audiiting Pemeriksaan Akuntansi;1876;2;Jarang dipinjam
Auditing buku 2;321PB3.4;2;Jarang dipinjam
Makroekonomi;1;7;Sering dipinjam
Sosiologi Ekonomi;27567;1;Jarang dipinjam
Mahika;49920;8;Sering dipinjam
Sagaras;49913;3;Sering dipinjam
pengantar ilmu ekonomi makro;40180;7;Sering dipinjam
STATISTIK Teori dan Aplikasi EDISI 7 JILID 1;11;1;Jarang dipinjam
PENGANTAR RISET OPERASI EDISI 3;32424;5;Sering dipinjam
AKUNTANSI MANAJEMEN SISTEM PROSES DAN PEMECAHAN SOSIAL;50334;3;Sering dipinjam
Akuntansi manajemen edisi 3 revisi;18974;7;Sering dipinjam
Kajian analisis regresi linear dalam penelitian;49817;1;Jarang dipinjam
PENGANTAR RISET OPERASI EDISI 3;41853;6;Sering dipinjam
Statistik teori dan aplikasi Jilid 1;2468;1;Jarang dipinjam
Akuntansi perpajakan ed.2;32063;6;Sering dipinjam
Akuntansi manajemen edisi 3 revisi;28379;8;Sering dipinjam
Auditing jilid 1;322PB3.1;6;Sering dipinjam
Manajemen keuangan;25284;1;Jarang dipinjam
Gen Z : Kegalauan Identitas Keagamaan;44540;1;Jarang dipinjam
Jurnalistik indonesia menulis berita dan feature;31343;1;Jarang dipinjam
Metode Penelitian Kuantitatif, Kualitatif dan R&D;17558;8;Sering dipinjam
Statistika penelitian;27573;2;Jarang dipinjam
HUKUM ACARA PERDATA INDONESIA;156HB3.1;2;Jarang dipinjam
Hukum Pendaftaran Tanah;48801;2;Jarang dipinjam
Pokok-pokok sosiologi hukum;42821;1;Jarang dipinjam
Hukum agraria Indonesia Jilid I;117PB3.3;1;Jarang dipinjam
Berjuta rasanya;50637;6;Sering dipinjam
Pulang pergi;49776;4;Sering dipinjam
Perilaku konsumen;P132;1;Jarang dipinjam
Manajemen Pengambilan Keputusan;50659;1;Jarang dipinjam
Manajemen pemasaran teori dan implementasi;40036;1;Jarang dipinjam
Manajemen pemasaran teori dan implementasi;2430;1;Jarang dipinjam
Prinsip-prinsip pemasaran jilid 2;2327;1;Jarang dipinjam
Perilaku Konsumen;003PB3.4;1;Jarang dipinjam
Makroekonomi : Teori Pengantar Edisi Ketiga;1756;7;Sering dipinjam
Sagaras;49976;2;Jarang dipinjam
Matahari minor;49942;4;Sering dipinjam
Pengantar ekonomi jilid 2;2238;2;Jarang dipinjam
Harga sebuah percaya;49783;5;Sering dipinjam
Makro ekonomi : aplikasi untuk indonesia;47592;6;Sering dipinjam
KEWIRAUSAHAAN;40853;1;Jarang dipinjam
Kewirausahaan : Membentuk Mindset Mahasiswa Dengan Pendekatan Teori, Kasus dan Pendekatan Praktek;48745;1;Jarang dipinjam
Kewirausahaan;21221;1;Jarang dipinjam
Kewirausahaan;36618;1;Jarang dipinjam
Pengantar kewirausahaan untuk mahasiswa, wirausahawan, dan kalangan umum;49476;2;Jarang dipinjam
pengantar ilmu ekonomi makro;40178;6;Sering dipinjam
pengantar ilmu ekonomi makro;40179;9;Sering dipinjam
PENGANTAR ILMU EKONOMI EDISI 3;29387;5;Sering dipinjam
PENGANTAR ILMU EKONOMI EDISI 3;29386;7;Sering dipinjam
pengantar ilmu ekonomi;12;3;Sering dipinjam
PENGANTAR ILMU EKONOMI EDISI 3;34295;5;Sering dipinjam
Pengantar ilmu ekonomi edisi ke 3;SM.262.1;4;Sering dipinjam
Principles of economics pengantar ekonomi makro;24180;6;Sering dipinjam
Principles of economics pengantar ekonomi makro;24179;3;Sering dipinjam
Pengantar ekonomi makro edisi 7;45477;6;Sering dipinjam
akuntansi koperasi;40611;1;Jarang dipinjam
Akuntansi manajemen edisi 3 revisi;40265;10;Sering dipinjam
ekonomi makro islami;390;3;Sering dipinjam
Pengantar ekonomi  jilID 1;29621;1;Jarang dipinjam
ECONOMICS PENGANTAR MIKRO DAN MAKRO EDISI 5;21802;4;Sering dipinjam
pengantar ilmu ekonomi makro;40177;9;Sering dipinjam
Lancar kuasai bahasa mandarin;20336;1;Jarang dipinjam
SAKTI BAHASA INGGRIS DALAM 10 HARI;37634;1;Jarang dipinjam
Bungkam suara sebuah novel;49901;4;Sering dipinjam
Ajaran-ajaran para founding father dan orang-orang di sekitarnya;1723;1;Jarang dipinjam
Teori sosiologi modern Edisi Keenam;42027;2;Jarang dipinjam
Spektrum teori sosial;47437;1;Jarang dipinjam
Hukum hak cipta Indonesia;12.004.1;1;Jarang dipinjam
perlindungan hukum terhadap merek;13.168.;1;Jarang dipinjam
ASPEK HUKUM HAK KEKAYAAAN INTELEKTUAL;15.101.2;2;Jarang dipinjam
Manajemen  jilid 2;2189.4;1;Jarang dipinjam
Pengantar ilmu ekonomi makro( teori & soal );151,4;5;Sering dipinjam
Pengantar ilmu ekonomi makro( teori & soal );P01410005;4;Sering dipinjam
Akuntansi keuangan lanjutan (perspektif Indonesia) buku 2;42640;8;Sering dipinjam
METODOLOGI PENELITIAN KUALITATIF;48190;5;Sering dipinjam
The greatest philosophers;2465,1;4;Sering dipinjam
Majnun;50648;3;Sering dipinjam
Story of the future;49121;3;Sering dipinjam
AKUNTANSI MANAJEMEN EDISI 4 JILID 2;270,11;5;Sering dipinjam
ECONOMICS PENGANTAR MIKRO DAN MAKRO EDISI 5;33518;4;Sering dipinjam
EKONOMI JILID 1;265PB3.2;1;Jarang dipinjam
Hukum administrasi negara;155sm3;5;Sering dipinjam
Hukum administrasi negara;H004.1;7;Sering dipinjam
Akuntansi manajemen edisi 3 revisi;28380;5;Sering dipinjam
Auditing Konsep dasar dan pedoman pemeriksaan akuntansi publik;A000013;6;Sering dipinjam
Tears of salt;45516;2;Jarang dipinjam
Teori hubungan internasional dari perspektif klasik sampai non-barat;49562;2;Jarang dipinjam
Akuntansi perpajakan ed.2;32064;7;Sering dipinjam
Akuntansi perpajakan ed.2;32062;7;Sering dipinjam
Akuntansi manajemen jilid 2;2243,3;4;Sering dipinjam
Menggali khazanah sastra melayu klasik;1294.3.1;1;Jarang dipinjam
Antologi sastra daerah nusantara;31388;1;Jarang dipinjam
Bahasa melayu kepulauan riau tumpah darah bahasa indonesia;22358;1;Jarang dipinjam
Modernisasi di jantung budaya jawa;M173;1;Jarang dipinjam
BAHASA MELAYU BAHASA DUNIA;32790;1;Jarang dipinjam
Bahasa melayu kepulauan riau tumpah darah bahasa indonesia;23068;1;Jarang dipinjam
Akuntansi manajemen jilid 2;2243,1;5;Sering dipinjam
PENGANTAR RISET OPERASI EDISI 3;32425;5;Sering dipinjam
Dua Dini Hari;44405;2;Jarang dipinjam
Makro ekonomi Indonesia;40411;4;Sering dipinjam
pengantar ilmu ekonomi makro;40180;7;Sering dipinjam
Pengantar ekonomi  jil 2;21865;1;Jarang dipinjam
Pengantar ekonomi ed.2 jil 2;247,1;1;Jarang dipinjam
Pengantar ekonomi  jil 2;29694;1;Jarang dipinjam
Si anak spesial;50735;4;Sering dipinjam
Pengantar ekonomi  jil 2;25969;1;Jarang dipinjam
Relasi Kuasa Hubungan Kerja Domestik;44620;1;Jarang dipinjam
Akuntansi manajemen : alat pengukuran dan pengambilan keputusan manajerial;27221;7;Sering dipinjam
Etika bisnis bagi pelaku bisnis;28555;5;Sering dipinjam
Pengantar ilmu ekonomi makro( teori & soal );33973;4;Sering dipinjam
Pengantar ilmu ekonomi makro( teori & soal );41749;4;Sering dipinjam
Etika bisnis bagi pelaku bisnis;42080;4;Sering dipinjam
Makroekonomi;304PB3.4;4;Sering dipinjam
Makroekonomi : Teori Pengantar Edisi Ketiga;50060;9;Sering dipinjam
Makroekonomi : Teori Pengantar Edisi Ketiga;50058;8;Sering dipinjam
Makroekonomi;304PB3.1;3;Sering dipinjam
Makro ekonomi : aplikasi untuk indonesia;47593;8;Sering dipinjam
EKONOMI MAKRO;28330;6;Sering dipinjam
Ekonomi makro pengantar;40947;8;Sering dipinjam
Makro ekonomi : aplikasi untuk indonesia;47592;6;Sering dipinjam
Etika Bisnis;35546;5;Sering dipinjam
Teori ekonomi mikro suatu pengantar;316PB3.2;5;Sering dipinjam
Ekonomi Makro;339MHS3.1;10;Sering dipinjam
Akuntansi desa;17815;3;Sering dipinjam
Akuntansi manajemen : alat pengukuran dan pengambilan keputusan manajerial;27220;7;Sering dipinjam
Metode Penelitian Kuantitatif, Kualitatif dan R&D;23126;5;Sering dipinjam
Metode penelitian kuantitatif;20225;6;Sering dipinjam
strategi jitu mencapai kesuksesan belajar;SM.1391;1;Jarang dipinjam
Investing for living;49990;1;Jarang dipinjam
Ekonomika Makro Edisi Revis;U0000145;6;Sering dipinjam
pengantar ilmu ekonomi makro;221,11;4;Sering dipinjam
Pendidikan karakter dalam sastra indonesia;48515;4;Sering dipinjam
ECONOMICS PENGANTAR MIKRO DAN MAKRO;1406.3.2;7;Sering dipinjam
pengantar ilmu ekonomi makro;40177;9;Sering dipinjam
pengantar ilmu ekonomi;12,103;3;Sering dipinjam
PENGANTAR ILMU EKONOMI EDISI 3;29386;7;Sering dipinjam
Teori ekonomi makro suatu pengantar;28144;7;Sering dipinjam
Pengantar Teori Ekonomi;33418;4;Sering dipinjam
Pengantar Teori Ekonomi;172,01;3;Sering dipinjam
Islam dan pembangunan peran pesantren dalam pembangunan sosial ekonomi masyarakat;48944;1;Jarang dipinjam
Teori ekonomi mikro suatu pengantar;316PB3.1;6;Sering dipinjam
Makroekonomi : Teori Pengantar Edisi Ketiga;599;3;Sering dipinjam
Pengantar Teori Ekonomi;33420;5;Sering dipinjam
Pengantar Teori Ekonomi;33419;3;Sering dipinjam
Makroekonomi;304PB3.3;4;Sering dipinjam
Ekonomika Makro Edisi Revis;U0000141;7;Sering dipinjam
Smart english grammar : simple, meaningful, & argynebtative cara mudah mahir grammar;48078;1;Jarang dipinjam
Hukum ketenagakerjaan;47093;1;Jarang dipinjam
Hukum ketenagakerjaan;47092;3;Sering dipinjam
PENGANTAR HUKUM ADMINISTRASI INDONESIA;37242;2;Jarang dipinjam
Hukum administrasi negara;H004;9;Sering dipinjam
Birokrasi & politik di Indonesia;55016;1;Jarang dipinjam
HUKUM ACARA PERDATA;001-SM-3;2;Jarang dipinjam
Hukum acara perdata dalam teori dan praktek;111PB3.3;1;Jarang dipinjam
Hukum Acara Perdata Lengkap & Praktis;15.282.2;2;Jarang dipinjam
English gor everyday speaking bahasa Inggris untuk percakapan sehari-hari;1261.1;1;Jarang dipinjam
kamus inggris, indonesia;9,7898E+12;1;Jarang dipinjam
Makroekonomi : Teori Pengantar Edisi Ketiga;1756,3;7;Sering dipinjam
Sepotong hati yang baru;49811;5;Sering dipinjam
Pengantar ekonomi jilid 2;2238,5;2;Jarang dipinjam
Al-islam pendidikan agama islam;2300,5;2;Jarang dipinjam
Pendidikan agama islam untuk perguruan tinggi;30729;1;Jarang dipinjam
Mengenal islam;47510;2;Jarang dipinjam
Mahika;49920;8;Sering dipinjam
Pendidikan agama islam;40423;2;Jarang dipinjam
MANTRA KEHIDUPAN;17666;2;Jarang dipinjam
Persepsi sikap, dan prasangka dalam komunikasi antarbudaya;50729;1;Jarang dipinjam
Komunikasi antar budaya;32471;1;Jarang dipinjam
pengantar ilmu ekonomi makro;249;6;Sering dipinjam
pengantar ilmu ekonomi makro;233,2;4;Sering dipinjam
METODOLOGI PENELITIAN KUALITATIF;48191;7;Sering dipinjam
Semantik leksikal;30322;1;Jarang dipinjam
Dasar-dasar ilmu semantik;41056;3;Sering dipinjam
Penyelesaian Kasus Pertanahan;44600;1;Jarang dipinjam
METODOLOGI PENELITIAN DAN PENULISAN HUKUM;24500;1;Jarang dipinjam
Metode penelitian manajemen;36659;3;Sering dipinjam
Akuntansi sektor publik organisasi non laba EDISI 2;33386;1;Jarang dipinjam
Makroekonomi;1,1;7;Sering dipinjam
Pengantar Bisnis;U0040012;3;Sering dipinjam
Pengantar bisnis;26314;4;Sering dipinjam
Makroekonomi : Teori Pengantar Edisi Ketiga;278MHS3.2;8;Sering dipinjam
Makro ekonomi : aplikasi untuk indonesia;47593;8;Sering dipinjam
Pengantar Teori Ekonomi;33418;4;Sering dipinjam
Pengantar Teori Ekonomi;172,01;3;Sering dipinjam
Etika bisnis dan profesi;48688;3;Sering dipinjam
Pengantar Teori Ekonomi;33420;5;Sering dipinjam
Etika bisnis dan profesi;48687;6;Sering dipinjam
Etika bisnis dan profesi;47081;5;Sering dipinjam
Etika bisnis bagi pelaku bisnis;42079;5;Sering dipinjam
Hukum bisnis untuk perusahaan;26681;4;Sering dipinjam
Hukum bisnis untuk perusahaan;26682;3;Sering dipinjam
Etika bisnis dan profesi;47080;2;Jarang dipinjam
Pengantar Teori Ekonomi;33419;3;Sering dipinjam
Bisnis pengantar konsep, strategi, & kasus;40209;2;Jarang dipinjam
Ekonomika Makro Edisi Revis;U0000141;7;Sering dipinjam
Bisnis pengantar konsep, strategi, & kasus;40208;1;Jarang dipinjam
pengantar bisnis;30464;1;Jarang dipinjam
Pengantar Bisnis;42167;2;Jarang dipinjam
Pengantar bisnis;26315;3;Sering dipinjam
Pantun,Puisi Lama Melayu dan Peribahasa Indonesia;660,1;2;Jarang dipinjam
Teori Komunikasi;217PB3.2;1;Jarang dipinjam
KOMUNIKASI LINTAS BUDAYA;24116;1;Jarang dipinjam
Komunikasi antar budaya;20592;1;Jarang dipinjam
Ilmu Budaya pengantar ilmu budaya dasar ditinjau dari perspektif filsafat;49256;1;Jarang dipinjam
Ilmu komunikasi;40830;1;Jarang dipinjam
Teori ekonomi mikro suatu pengantar;316PB3.4;6;Sering dipinjam
Teori ekonomi makro suatu pengantar;28144;7;Sering dipinjam
Makroekonomi : Teori Pengantar Edisi Ketiga;50058;8;Sering dipinjam
Teori ekonomi mikro suatu pengantar;316PB3.1;6;Sering dipinjam
Developing, vocabulary skills;17933;2;Jarang dipinjam
Effective Strategies For The Teaching Of Vocabulary : A Comprehensive Guidebook;44957;2;Jarang dipinjam
Morfologi;43822;2;Jarang dipinjam
Pancasila eksistensi dan aktualisasi;46722;1;Jarang dipinjam
Pendidikan pancasila & kewarganegaraan (PPKN);43083;2;Jarang dipinjam
Pengantar Ilmu ekonomi mikro;45482;1;Jarang dipinjam
TEORI EKONOMI MIKRO ANALISIS MATEMATIS;246HB3.2;1;Jarang dipinjam
PENGANTAR ILMU EKONOMI EDISI 3;46738;3;Sering dipinjam
pengantar ilmu ekonomi makro;249;6;Sering dipinjam
pengantar ilmu ekonomi makro;233,2;4;Sering dipinjam
pengantar ilmu ekonomi makro;40177;9;Sering dipinjam
Mataraisa;50780;3;Sering dipinjam
Principles of economics pengantar ekonomi makro;311PB3.3;5;Sering dipinjam
Principles of economics pengantar ekonomi makro;311PB3.1;1;Jarang dipinjam
Pengantar ilmu ekonomi makro( teori & soal );151,16;3;Sering dipinjam
EKONOMI MATEMATIKA BISNIS;33870;6;Sering dipinjam
PENGANTAR MANAJEMEN;38007;2;Jarang dipinjam
Investasi saham ala swing trader dunia;49906;2;Jarang dipinjam
Al-islam pendidikan agama islam;2300,2;1;Jarang dipinjam
PENDIDIKAN AGAMA ISLAM BERBASIS KARAKTER;15.460.1;1;Jarang dipinjam
Ekonomi Mikro Islam;28759;1;Jarang dipinjam
Ekonomika Makro Edisi Revis;U0000143;5;Sering dipinjam
Politik hukum pemilu;P270;1;Jarang dipinjam
EKONOMI MAKRO;28330;6;Sering dipinjam
Makroekonomi : Teori Pengantar Edisi Ketiga;50060;9;Sering dipinjam
ECONOMICS PENGANTAR MIKRO DAN MAKRO EDISI 5;21802;4;Sering dipinjam
Brian tracy the psychology of selling : lipat gandakan penjualan anda di pasar mana pun;48294;2;Jarang dipinjam
ECONOMICS PENGANTAR MIKRO DAN MAKRO;1406.3.2;7;Sering dipinjam
Etika bisnis bagi pelaku bisnis;28557;5;Sering dipinjam
Etika bisnis bagi pelaku bisnis;42081;5;Sering dipinjam
AKUNTANSI SEKTOR PUBLIK: Suatu Pengantar;24763;2;Jarang dipinjam
Mengenal islam;47511;2;Jarang dipinjam
Akuntansi manajemen edisi 3 revisi;40265;10;Sering dipinjam
Terampil menulis : tips dan trik menulis laporan, opini, cerpen, puisi, pantun;46948;1;Jarang dipinjam
Etika bisnis dan profesi;41889;4;Sering dipinjam
Etika Bisnis;1903,1;6;Sering dipinjam
Etika bisnis dan profesi;31922;4;Sering dipinjam
Etika bisnis dan profesi;41890;4;Sering dipinjam
Pengantar ilmu ekonomi makro & mikro;40749;4;Sering dipinjam
Pengantar ilmu ekonomi makro( teori & soal );33974;4;Sering dipinjam
Pengantar Teori Ekonomi;11,0011;3;Sering dipinjam
A fierce heart;45872;1;Jarang dipinjam
Pengantar ilmu ekonomi makro( teori & soal );P01410009;6;Sering dipinjam
Pengantar Teori Ekonomi;172;2;Jarang dipinjam
Pengantar ekonomi makro tinjauan ekonomi syariah;40392;7;Sering dipinjam
Etika Bisnis;1903,2;6;Sering dipinjam
Akuntansi sektor publik;17518;3;Sering dipinjam
Teori, konsep dan aplikasi Akuntansi sektor publik;2244,5;2;Jarang dipinjam
Akuntansi sektor publik edisi terbaru;45304;3;Sering dipinjam
Teori tawa dan cara-cara melucu lainnya;50687;4;Sering dipinjam
Analisis laporan keuangan buku 1;37770;2;Jarang dipinjam
Analisis laporan keuangan buku 1;2299,3;1;Jarang dipinjam
Metodologi penelitian kualitatif membantu peneliti dan mahasiswa;49431;1;Jarang dipinjam
METODE PENELITIAN;20752;1;Jarang dipinjam
Metode penelitian kuantitatif;20225;6;Sering dipinjam
Metode Penelitian Kuantitatif, Kualitatif dan R&D;23126;5;Sering dipinjam
PRINIP-PRINSIP DAN TEKNIK EVALUASI PENGAJARAN;33162;1;Jarang dipinjam
Metode penelitian pendidikan;35558;2;Jarang dipinjam
Makroekonomi : Teori Pengantar Edisi Ketiga;41520;9;Sering dipinjam
Si anak savana;49833;5;Sering dipinjam
Bibi gill;49921;1;Jarang dipinjam
Akuntansi pajak;40850;2;Jarang dipinjam
Etika berwarganegara : pendidikan kewarganegaraan di perguruan tinggi;47243;2;Jarang dipinjam
ABAD IDEOLOGI;5111;1;Jarang dipinjam
Akuntansi manajemen edisi 3 revisi;18974;7;Sering dipinjam
