Judul;Nomor Klasifikasi;Nama Klasifikasi;Kode Eksemplar
Membuat Surat Perjanjian;651;Ilmu-ilmu terapan;<15.578.1><15.578.2>
KPK dan sistem peradilan pidana;340;Ilmu-ilmu sosial;<1628.1><1628.2><35137>
Dasar-dasar Ekonometrika;330;Ilmu-ilmu sosial;<D148><29263>
Pengantar bisnis: konsep, strategi & kasus;330;Ilmu-ilmu sosial;<32035><32036><32037><21810><27766>
Studi kebijakan publik dan pelayanan publik;330;Ilmu-ilmu sosial;<1920.1><1920.2><17333><42603><35212>
METODE RISET UNTUK EKONOMI & BISNIS;330;Ilmu-ilmu sosial;<24292>
Bangkitnya perekonomian asia timur satu dekade setelah krisis;330;Ilmu-ilmu sosial;<1280.3.1>
Pembaruan hukum islam di indonesia;297;Agama;<27065><27066><27067><27068><27651><26882><26883><26884>
Metode riset ilmu administrasi;330;Ilmu-ilmu sosial;<1962.1>
Sosiologi agama;297;Agama;<1980.1><1980.2><22577><23077><24545>
Ekonomi Internasional;331;Ilmu-ilmu sosial;<50284>
Corporate Governance Concept And Model;330;Ilmu-ilmu sosial;<C0120001>
Ekonomi wilayah dan perkotaan;330;Ilmu-ilmu sosial;<2846.1>
DEMOKRASI EKONOMI;330;Ilmu-ilmu sosial;<5261>
Buku cerdas investasi & transaksi syariah;297;Agama;<B0211290001><B0211290002><B0211290003><147.01><SM.087><087><SM.087.00><562><562.2><40013><40014><40015><40924><40925>
Pengalaman&Praktik Para Pakar Keep Your Best People;330;Ilmu-ilmu sosial;<PP00001>
ekonomi islam ditengah krisis ekonomi global;330;Ilmu-ilmu sosial;<406>
Ekonomi kerakyatan vs neoliberalisme;330;Ilmu-ilmu sosial;<566.1>
Dinamika politik & pemerintahan lokal;330;Ilmu-ilmu sosial;<1748.1>
Cermin Diri Materi Renungan;297;Agama;<21199><24140><27775><29850><35229>
ANALISIS KEBIJAKAN;330;Ilmu-ilmu sosial;<7311>
Persaingan & Daya Saing;330;Ilmu-ilmu sosial;<529>
Bikin perusahaan itu gampang;330;Ilmu-ilmu sosial;<22618>
Metodologi Penelitian Pendekatan Praktis dalam Penelitian;1;Karya umum;<242sm3><41998>
MATEMATIKA TERAPAN UNTUK BISNIS DAN EKONOMI;330;Ilmu-ilmu sosial;<157PB3.1><157PB3.2><157PB3.3><157PB3.4><157PB3.5><40901>
AGAMA DAN MASYARAKAT;299;Agama;<188PB3.1><188PB3.2><188PB3.3>
Prinsip-prinsip ekonomi mikro ed. 7;330;Ilmu-ilmu sosial;<32827>
Iktisar Ketentuan Penanaman Modal;330;Ilmu-ilmu sosial;<318.1><41222>
Hukum islam;297;Agama;<112PB3.1><112PB3.2><112PB3.3>
Siapa bilang investasi emas butuh modal gede;330;Ilmu-ilmu sosial;<150MHS3.1>
RISET BISNIS;330;Ilmu-ilmu sosial;<966APBN3.1><966APBN3.2><966APBN3.3><34121><28575><28576><28736><28737><28738><28739><28740><28741><28742><28743>
Kelayakan ekonomi;330;Ilmu-ilmu sosial;<41714>
Dialog dengan jin muslim pengalaman sprtitual;297;Agama;<1225.3.1><1225.3.2><1225.3.3><1225.3.4>
HIKMAH ILMU PERILAKU EKONOMI;330;Ilmu-ilmu sosial;<6451>
HUKUM DALAM EKONOMI;330;Ilmu-ilmu sosial;<326PB3.1><691APBN3.1><691APBN3.2><17221><33433>
Buku ajar sosiologi perilaku menyimpang;300;Ilmu-ilmu sosial;<2490.1><2490.2><42873><35454>
Ekonomi indonesia penurunan dan langkah penanggulangan;330;Ilmu-ilmu sosial;<22107><24368><24369>
HUKUM ACARA PERADILAN TATA USAHA NEGARA;340;Ilmu-ilmu sosial;<24158><29688>
HUKUM ACARA PERADILAN AGAMA DALAM KERANGKA;340;Ilmu-ilmu sosial;<15.177.1><15.177.2><32563>
Pembangunan ekonomi rakyat di pedesaan sebagai strategi penanggulangan kemiskinan;330;Ilmu-ilmu sosial;<22507>
Jurus Proaktif Menunggang dan Memacu Pemulihan Ekonomi;330;Ilmu-ilmu sosial;<JP00001>
Langkah mudah belajar bahasa mandarin;39;Karya umum;<19718><60100><23483>
Statistik untuk manajemen dan ekonomi ed.4 jil 1;330;Ilmu-ilmu sosial;<APBD.258.1>
Pasar Komoditi;330;Ilmu-ilmu sosial;<40451>
Keadilan jender;297;Agama;<25065><25066><25067><25068><25069><25070>
Ekonomi indonesia dalam krisis dan transisi politik;330;Ilmu-ilmu sosial;<19976>
Ekonomi kelautan;330;Ilmu-ilmu sosial;<1283.3.1>
Agama & konflik sosial;297;Agama;<2608.1><2608.2><2608.3>
Konstitusi Ekonomi;330;Ilmu-ilmu sosial;<K0000011><K0000012>
Keajaiban ekonomi & bisnis;330;Ilmu-ilmu sosial;<2094.1><18991>
Sejarah hukum suatu pengantar;340;Ilmu-ilmu sosial;<U0000461><U0000462>
Hukum agraria Indonesia dalam perspektif sejarah;340;Ilmu-ilmu sosial;<U00007511><U00007512>
panduan membuat peraturan dan perjanjian dalam perusahan;340;Ilmu-ilmu sosial;<136><13.469.>
Sukses Meraih Profesi Hukum Idaman;340;Ilmu-ilmu sosial;<15.594.1><15.594.2>
Pengantar ke Filsafat Hukum;340;Ilmu-ilmu sosial;<15.472.1><15.472.2>
ASAS-ASAS PEMBENTUKAN PERUNDANG-UNDANGAN YG BAIK;340;Ilmu-ilmu sosial;<15.141.1><15.141.2>
Penelitian Hukum dalam Praktek;340;Ilmu-ilmu sosial;<15.375.1><15.375.2>
MEMBANGUN POLITIK HUKUM MENEGAKKAN KONSTITUSI;340;Ilmu-ilmu sosial;<15.152.1><15.152.2>
HAM perempuan kritik teori hukum feminis terhadap KUHP;340;Ilmu-ilmu sosial;<U0000361><U0000362>
Butir-butir pemikiran dalam hukum;340;Ilmu-ilmu sosial;<U0000441><U0000442>
majelis pengawas notaris sebagai pejabat tata usaha negara;340;Ilmu-ilmu sosial;<B00000311><B00000312>
Pengantar ilmu hukum sebuah sketsa;340;Ilmu-ilmu sosial;<U0000371><U0000372>
Sistem peradilan pidana;340;Ilmu-ilmu sosial;<17686><23080><24000>
Hukum perbankan syariah ( uu no.21 tahun 2008 );340;Ilmu-ilmu sosial;<U000061><U000062><U000063>
Asas-Teori-Praktik: Hukum Pidana;340;Ilmu-ilmu sosial;<15.214.1><15.214.2>
Politik Hukum di Indonesia;320;Ilmu-ilmu sosial;<12.428.1>
INTISARI HUKUM ADAT INDONESIA;341;Ilmu-ilmu sosial;<291APBN3.1><291APBN3.2><60149><21344><29748>
SOSIOLOGI HUKUM rnkajian hukum secara sosiologis;340;Ilmu-ilmu sosial;<26022><26023><26024><26025><26026>
PERKEMBANGAN HUKUM ADAT INDONESIA;340;Ilmu-ilmu sosial;<6391><33804><36378>
Hukum notaris Indonesia;340;Ilmu-ilmu sosial;<U00301><U00302>
Kasus BLBI perspektif hukum dan ekonomi;340;Ilmu-ilmu sosial;<26747><26748>
PERAN HUKUM INTERNASIONAL;341;Ilmu-ilmu sosial;<25769><25770><25771><25772><25773><25774>
Aspek Kebijaksanaan Hukum Penatagunaan Tanah dan Penataan Ruang;341;Ilmu-ilmu sosial;<15.350.1><15.350.2>
Filsafat hukum ( perkembangan & dinamika masalah );340;Ilmu-ilmu sosial;<U00010121><U00010122>
Perbanding ilmu hukum;340;Ilmu-ilmu sosial;<U000101><U000102>
Hukum waris Islam;340;Ilmu-ilmu sosial;<U000031><U000032>
Penelitian Hukum Ed. Revisi;340;Ilmu-ilmu sosial;<15.466.1><15.466.2><29451>
HUKUM ACARA PERDATA INDONESIA;340;Ilmu-ilmu sosial;<156HB3.1>
Hukum perselisihan konflik kompetensi dan pluralisme hukum orang pribumi;340;Ilmu-ilmu sosial;<U000171><U000172>
Hukum laut internasional;341;Ilmu-ilmu sosial;<26653><26654><26655><26656><26657><26658>
HUKUM INTERNASIONAL 1;341;Ilmu-ilmu sosial;<907APBN3.1><907APBN3.2><32601><41207>
Konsep neogeopolitik maritim indonesia abad 21;341;Ilmu-ilmu sosial;<26259><26260><26261><26262><26263><26264>
Hukum laut Indonesia;341;Ilmu-ilmu sosial;<2397.1><2397.2><2397.3><2397.4><2397.5>
Konstitusionalitas wewenang pengelolaan wilayah laut;341;Ilmu-ilmu sosial;<2529.1><2529.2><2529.3><2529.7><2529.4><2529.5><2529.6><2529.8><17144><17365><17623>
Hukum Perbatasan Darat Antar Negara;341;Ilmu-ilmu sosial;<15.306.1><15.306.2>
Hukum perbatasan darat antarnegara;341;Ilmu-ilmu sosial;<26271><26272><26273><26274><26275><26463><27668>
Penyelesaian sengketa arbitrase dan penerapan hukumnya;342;Ilmu-ilmu sosial;<27541><27542><27543><27544><27547><27545><27546><27548>
Sistem manajemen HACCP (hazard analysis critical control points);341;Ilmu-ilmu sosial;<1224.3.1><1224.3.2><1224.3.3><40741><29676><36355>
Hukum hak cipta Indonesia;340;Ilmu-ilmu sosial;<12.004.1>
Amandemen Undang-Undang PILKADA Gubernur, Bupati, dan Walikota;340;Ilmu-ilmu sosial;<1936.1>
Asas-asas Hukum Pembuktian Perdata;340;Ilmu-ilmu sosial;<15.397.1><15.397.2>
Mengenal hukum suatu pengantar;340;Ilmu-ilmu sosial;<1854.1>
buku pintar transaksi jual beli dan sewa-menyewa;650;Ilmu-ilmu terapan;<146.1><407><145.1>
Kejahatan terorisme : perspektif agama, HAM dan Hukum;340;Ilmu-ilmu sosial;<U0000651><U0000652>
Keadilan substansial memangkas rantai birokrasi hukum;214;Agama;<K244>
The great transformation;212;Agama;<21226><29724>
ZAT mengungkap rahasia di balik perubahan wujud benda;215;Agama;<20744>
Penegakan Hukum Lingkungan Indonesia;344;Ilmu-ilmu sosial;<15.374.1><15.374.2>
Hukum ekonomi syariah di Indonesia;340;Ilmu-ilmu sosial;<U0000621><U0000622>
Language and the law;340;Ilmu-ilmu sosial;<27667>
FAKTOR-FAKTOR YANG MEMPENGARUHI PENEGAKAN HUKUM;340;Ilmu-ilmu sosial;<15.4.1><15.4.2>
HUKUM ACARA PERDATA;341;Ilmu-ilmu sosial;<001-SM-3>
PENDIDIKAN PANCASILA;320;Ilmu-ilmu sosial;<50627>
Pengantar hukum pidana Internasional;340;Ilmu-ilmu sosial;<U0000411><U0000412><37227>
hukum telekomunikasi, penyiaran & teknologi informasi regulasi & konvergensi;340;Ilmu-ilmu sosial;<B00000321><B00000322>
Etika Profesi Hukum;171;Filsafat;<204MHS3.1><204MHS3.2>
Undang-undang haki : hak atas kekayaan intelektual;340;Ilmu-ilmu sosial;<768.011><32610>
Belajar Bahasa Inggris Tanpa Guru;422;Bahasa;<21227>
PERKEMBANGAN TEORI DALAM ILMU HUKUM;340;Ilmu-ilmu sosial;<15.153.1><15.153.2>
PENERAPAN TEORI HUKUM PADA PENELITIAN;340;Ilmu-ilmu sosial;<15.182.1><15.182.2>
Hukum, Moral, & Keadilan: Sebuah Kajian Filsafat Hukum;340;Ilmu-ilmu sosial;<15.433.1><15.433.2>
PERLINDUNGAN HUKUM TERHADAP ANAK;340;Ilmu-ilmu sosial;<B00231><B00232>
teori hukum;340;Ilmu-ilmu sosial;<325.2><325.002>
Hukum tata pemerintahan heteronom dan otonom;340;Ilmu-ilmu sosial;<B00000431><B00000432>
Hukum gadai syariah;340;Ilmu-ilmu sosial;<40647><32698>
Himpunan Yurisprudensi tentang Hukum Perdata;340;Ilmu-ilmu sosial;<15.279.1><15.279.2>
Metode penelitian Hukum;340;Ilmu-ilmu sosial;<25126>
Reducing genocide to law;340;Ilmu-ilmu sosial;<27670>
HUKUM PELAYANAN PUBLIK;340;Ilmu-ilmu sosial;<35441>
Bills of right in the common law;340;Ilmu-ilmu sosial;<26864>
Fault in american contract law;340;Ilmu-ilmu sosial;<26863>
SISTEM PERTANGGUNGJAWABAN PIDANA KORPORASI DALAM KEBIJAKAN LEGISLASI;340;Ilmu-ilmu sosial;<26586><26587><26588><26589><26590><26591><26592><26593>
Koalisi Perundangan Tentang Jaminan Sosial;340;Ilmu-ilmu sosial;<451.1><35634>
Latihan Ujian: Hukum Pidana;340;Ilmu-ilmu sosial;<15.368.1><15.368.2>
Hukum ekspor impor;340;Ilmu-ilmu sosial;<21437>
istilah hukum dari bahasa belanda;340;Ilmu-ilmu sosial;<132>
PENYIDIKAN DAN PENEGAKAN HUKUM PIDANA MELALUI PENDEKATAN HUKUM PROGRESIF;340;Ilmu-ilmu sosial;<600.11>
Undang-undang Indonesia nomor 40 tahun 2004 tentang sistem jaminan sosial nasional;340;Ilmu-ilmu sosial;<1977.1>
sistem hukum perspektif ilmu sosial;340;Ilmu-ilmu sosial;<343.01>
Pengantar hukum tata usaha negara Indonesia;340;Ilmu-ilmu sosial;<29691>
Undang-undang Aparatur Sipil Negara No.5 Thn 2014;340;Ilmu-ilmu sosial;<9789792685923>
Filsafat ilmu mengurai ontologi, epistemologi dan aksiologi pengetahuan;202;Agama;<31304><31305><31306><31307><31308><31309><31310><31311><31312><31313><31314><31315><31316><31317><31318><33669>
Pengantar pemrograman matlab;5;Karya umum;<2766.2><2766.1><17230><35276>
Serba serbi konsultasi hukum maritim;340;Ilmu-ilmu sosial;<28321>
Pengantar hukum dagang internasional;340;Ilmu-ilmu sosial;<U0000512><U0000511><U0000513>
Teori hukum;340;Ilmu-ilmu sosial;<22442><28754>
Mengkritisi Undang-undang Pokok Agraria;340;Ilmu-ilmu sosial;<9786028432320><35636>
METODE PENELITIAN HUKUM KONSTELASI DAN REFLEKSI;340;Ilmu-ilmu sosial;<211>
Perbandingan hukum tata negara;340;Ilmu-ilmu sosial;<17444>
PENERAPAN TEORI HUKUM PADA PENELITIAN;340;Ilmu-ilmu sosial;<15.449.1><15.449.2>
Pengantar penelitian Hukum;340;Ilmu-ilmu sosial;<17429>
Hukum Acara PTUN (Edisi Ketiga);342;Ilmu-ilmu sosial;<15.286.2><15.286.1><21842>
DASAR-DASAR POLITIK HUKUM;320;Ilmu-ilmu sosial;<15.195.1><15.195.2><42729><29889>
Melampaui biopolitik;202;Agama;<21088>
Hukum penyelesaian sengketa;340;Ilmu-ilmu sosial;<389.5>
Moral religi menurut amile dan henri bergson;205;Agama;<20939>
Bahasa Indonesia untuk bidang hukum dan peraturan perundang-undangan;340;Ilmu-ilmu sosial;<BI0010011>
Kebijakan Publik;340;Ilmu-ilmu sosial;<490.011>
Kebijakan Publik;340;Ilmu-ilmu sosial;<1020.3.1><33805>
Undang-undang Surat Berharga Syariah Negara;340;Ilmu-ilmu sosial;<6021><22032>
Sepuluh hukum bisnis dan bagaimana melanggarnya;340;Ilmu-ilmu sosial;<32444><50489>
PENJELASAN HUKUM TENTANG KKEBATALAN PERJANJIAN;340;Ilmu-ilmu sosial;<29396>
Kerukunan umat beragama dalam sorotan:;202;Agama;<1700.1>
Pemerintahan daerah di Indonesia hukum administrasi;340;Ilmu-ilmu sosial;<1970.1><1970.2><36669>
Teori dan praktik pertambangan Indonesia menurut hukum;340;Ilmu-ilmu sosial;<29639>
Pengantar Hukum Indonesia;340;Ilmu-ilmu sosial;<15.379.1><15.379.2>
Undang-undang nomor 23 tahun 2014 tentang pemerintah daerah dan perubahannya;340;Ilmu-ilmu sosial;<1889.1><1889.2>
UU RI No.23 Tahun 2014 tnetang Pemerintahan daerah;348;Ilmu-ilmu sosial;<409sm3>
Undang-undang dan peraturan tentang kepolisian negara republik Indonesia;340;Ilmu-ilmu sosial;<578.1>
Undang-undang dan peraturan tentang kepolisian negara republik Indonesia;340;Ilmu-ilmu sosial;<277sm3>
Hukum Perusahaan;340;Ilmu-ilmu sosial;<540.0011><32726>
Hukum pemilu dalam yurisprudensi mahkamah konstitusi;340;Ilmu-ilmu sosial;<32830><35531>
Hukum Internasional Kontemporer;340;Ilmu-ilmu sosial;<U00021><U00022>
Hukum Internasional Kontemporer;340;Ilmu-ilmu sosial;<U0000111><U0000112>
Hukum Pidana Indonesia suatu pengantar;340;Ilmu-ilmu sosial;<U0000311><U0000312>
DASAR-DASAR HUKUM ACARA JINAYAH;340;Ilmu-ilmu sosial;<26500><26501><26502><26503><26505><26506><26507><26504>
Dasar-dasar sosiologi hukum;340;Ilmu-ilmu sosial;<26734><26735><26736><26737><26738><26739>
Pengantar ilmu hukum;340;Ilmu-ilmu sosial;<25144><25145><25146><25147>
Pengantar Ilmu Hukum;340;Ilmu-ilmu sosial;<26094><26095><26096><26097>
AMDAL DAN JAMINANA PERLINDUNGAN HUKUM;340;Ilmu-ilmu sosial;<24020><24593><29078><29925>
sistem hukum indonesia prinsip2 dn implementasi hukum DI INDONESIA;340;Ilmu-ilmu sosial;<S030001><SM.071>
Cita-cita Politik Islam;340;Ilmu-ilmu sosial;<CP0001>
Cita-cita Politik Islam;340;Ilmu-ilmu sosial;<092sm3><41174><50635>
Perlindungan hukum bagi wajib pajak dalam penyelesaian sengketa pajak;340;Ilmu-ilmu sosial;<U0000941><U0000942>
LEGAL OPINION;340;Ilmu-ilmu sosial;<15.116.1><15.116.2>
Cyber law dan HAKI dalam sistem hukum Indonesia;340;Ilmu-ilmu sosial;<U0000101><U0000102>
FILSAFAT HUKUM;340;Ilmu-ilmu sosial;<15.171.1><15.171.2>
UU Jabatan Notaris;347;Ilmu-ilmu sosial;<15.238.1><15.238.2>
SISTEM HUKUM INDONESIA;340;Ilmu-ilmu sosial;<17642><23060><37681><37780><37863><38005>
PENGANTAR PERBANDINGAN SISTEM HUKUM;340;Ilmu-ilmu sosial;<15.118.1><15.118.2>
Aspek Hukum Lembaga Penjamin Simpanan;346;Ilmu-ilmu sosial;<15.268.1><15.268.2>
hukum pidana dan perbankan;340;Ilmu-ilmu sosial;<387><387.2>
Perbedaan pendapat dalam putusan pengadilan;340;Ilmu-ilmu sosial;<22393><23100><35433>
undang-undang tentang MPR,DPR,DPD, dan DPRD ( uu no. 27 tahun 2009 );342;Ilmu-ilmu sosial;<0971>
Perbandingan Hukum Pidana Beberapa Negara (Edisi Ketiga);345;Ilmu-ilmu sosial;<15.383.1><15.383.2>
dasar-dasar politinik hukum;340;Ilmu-ilmu sosial;<12.241.1>
DASAR-DASAR POLITIK HUKUM;340;Ilmu-ilmu sosial;<6871>
Kumpulan perda bermasalah & kontroversial;340;Ilmu-ilmu sosial;<701.011><SM.0852><085>
Aspek hukum lembaga keuangan syariah;340;Ilmu-ilmu sosial;<U0000581><U0000582>
HAK MENGUJI (TOETSINGSRECHT);340;Ilmu-ilmu sosial;<15.119.1><15.119.2>
MEMAHAMI HUKUM;340;Ilmu-ilmu sosial;<15.145.1><15.145.2>
Pengantar ilmu hukum;340;Ilmu-ilmu sosial;<U00281><U00282>
Hukum harta kekayaan: menurut sistematika KUH perdata dan perkembangannya;340;Ilmu-ilmu sosial;<U0000221><U0000222>
Good Corporate Governance;340;Ilmu-ilmu sosial;<15.276.1><15.276.2>
GOOD CORPORATE GOVERNANCE;340;Ilmu-ilmu sosial;<1431><148.00>
Good governance kepemerintahan yang baik & good corporate governance bag.1;340;Ilmu-ilmu sosial;<1499.1><1499.2><50308><29254>
Politik penegak hukum di indonesia;340;Ilmu-ilmu sosial;<25119><24964><24965><24966><24967><24968><24969><24970>
Hukum Penitensier;340;Ilmu-ilmu sosial;<U0000741><U0000742>
METODOLOGI PENELITIAN DAN PENULISAN HUKUM;340;Ilmu-ilmu sosial;<24444><24500><29323>
Hukum Penitensier Indonesia (Edisi Kedua);340;Ilmu-ilmu sosial;<15.303.1><15.303.2>
Pengantar Hukum Internasional 1;340;Ilmu-ilmu sosial;<15.330.1><15.330.2>
PENGANTAR METODE PENELITIAN HUKUM;340;Ilmu-ilmu sosial;<15.113.1><15.113.2>
Hukum lingkungan Internasional perspektif bisnis internasional;340;Ilmu-ilmu sosial;<U00001031><U00001032><U00001033>
The 17 indisputable lawsof teamwork buku kerja;340;Ilmu-ilmu sosial;<41213><41366><41370>
Pengantar hukum perbankan Indonesia;340;Ilmu-ilmu sosial;<U00007231><U00007232><U00007233>
HIMPUNAN PRODUK HUKUM STANDAR PELAYANAN MINIMAL (SPM);340;Ilmu-ilmu sosial;<12.2><345sm3><23439>
"Good governance Kepemerintahan yang baik"";Text""";352;Ilmu-ilmu sosial;
Hukum administrasi negara;340;Ilmu-ilmu sosial;<H008><H008.1><1793.1><1793.2><1793.3><42038><38786>
Teori-teori dalam sosiologi hukum;340;Ilmu-ilmu sosial;<103sm3><25807><25808><25809><25810><25811>
hukum perikanan indonesia;340;Ilmu-ilmu sosial;<B0000031><B0000032>
Hukum perikanan Indonesia edisi 2;340;Ilmu-ilmu sosial;<U0000661><U0000662>
Aspek-aspek hukum dalam perbankan & perasuransian syariah di Indonesia;340;Ilmu-ilmu sosial;<26667><26668><26669><26670><26730><26731><26732><26733>
Hukum laut Internasional dan pengaturannya di Indonesia;340;Ilmu-ilmu sosial;<H154>
Hukum laut Internasional dan pengaturannya di Indonesia;340;Ilmu-ilmu sosial;<U0000972><U0000971><U0000973><U0000974><21345>
Hukum Perkawinan Islam di Indonesia;294;Agama;<15.438.1><15.438.2>
HUKUM PERKAWINAN INDONESIA UU RI NO. 1 TAHUN 1974;294;Agama;<592APBN3.1><592APBN3.2><33795><23092>
Pengantar Ilmu Hukum Ed. Revisi;340;Ilmu-ilmu sosial;<15.471.1><15.471.2>
Pengantar ilmu hukum;340;Ilmu-ilmu sosial;<27508><27509><27510><27511><27512><27513><27514><27515><28902>
HUKUM KONTRAK DAN PERANCANGAN KONTRAK;346;Ilmu-ilmu sosial;<15.132.1><15.132.2>
Pengantar hukum;340;Ilmu-ilmu sosial;<2099.1>
Pengantar Hukum Indonesia;340;Ilmu-ilmu sosial;<15.329.1><15.329.2>
Dasar-Dasar Ilmu Hukum;340;Ilmu-ilmu sosial;<D236>
Dasar-Dasar Ilmu Hukum;340;Ilmu-ilmu sosial;<15.275.1><15.275.2>
Hukum waris Indonesia dalam perspektif Islam, adat dan BW;340;Ilmu-ilmu sosial;<U000081><U000082>
Hukum kepailitan di Indonesia;340;Ilmu-ilmu sosial;<25478><25479><25480><25481><25482><25483><25484><25485>
Hukum persaingan usaha di Indonesia;340;Ilmu-ilmu sosial;<26779><26780><26781><26782><26783><26784><26785><26786>
Sosiologi hukum;340;Ilmu-ilmu sosial;<26740><26741><26742><26743><26744><26745><26746><27675>
perlindungan hukum terhadap merek;340;Ilmu-ilmu sosial;<SM.1981><13.168.><12.128.><31758><23156>
sosiologi hukum;340;Ilmu-ilmu sosial;<SM.098.1><12.084.>
Sosiologi Hukum;340;Ilmu-ilmu sosial;<15.386.1><15.386.2>
Filsafat Hukum Teori & Praktik;340;Ilmu-ilmu sosial;<15.410.1><15.410.2><26496><26497><26498><26499><27053><27054><27055><27056>
Aplikasi pengisisian spt masa  PPH pasal 21 dan atau 26;340;Ilmu-ilmu sosial;<1363.3.1><1363.3.2><1363.3.3><1363.3.4><1363.3.5><1363.3.6><41398><41399><41400><41401><41402><41467>
Pokok-pokok hukum adat;340;Ilmu-ilmu sosial;<303492><30469><30470><30471><30472><30473><30474><30475><30476><30477><30478><30479><30480><30570><32065><32066><32067><40425><40426><40427><23441>
Pokok-pokok sosiologi hukum;340;Ilmu-ilmu sosial;<209PB3.1><209PB3.2><209PB3.3><1605.1><1605.2><1605.3><1605.4><1605.5><33636><33637><33638><33639><33640><42821><42822><42823><42824><42825><42930><38597>
HUKUM BISNIS;340;Ilmu-ilmu sosial;<50343><42628><28164><28165><28166><28167><28168><28169><28170><28171>
Legisme legalitas dan kepastian hukum;340;Ilmu-ilmu sosial;<26685><26686><26687><26688><26689><26690><26691><26692>
Hukum dalam pendekatan filsafat;340;Ilmu-ilmu sosial;<27101><27102><27114><27115><27116><27117><27118><27119>
UPAYA HUKUM KASASI DAN PENINJAUAN KEMBALI;340;Ilmu-ilmu sosial;<25590><25730><25738><24949><24950><24951><24952><24953>
Hukum Perdata dalam Sistem Hukum Nasional;340;Ilmu-ilmu sosial;<15.431.1><15.431.2>
Hukum perdata dalam sistem hukum nasional;340;Ilmu-ilmu sosial;<25134><25151><25152><25153><25154><25155><25156><25157>
Hukum pemerintahan daerah;340;Ilmu-ilmu sosial;<41211><33765><27389><27390><27391><27732><27733><27734><27735><27479>
Filsafat HukumrnAkar Religiositas Hukum;340;Ilmu-ilmu sosial;<27015><27016><27017><27018><27019><27020><27021><27022>
Law for business and personal use 19e;340;Ilmu-ilmu sosial;<25961>
Hak asasi manusia :hakekat, konsep dan implikasinya dalam perspektif hukum dan masyarakat;340;Ilmu-ilmu sosial;<U00010081><U00010082>
Teori hukum;340;Ilmu-ilmu sosial;<17186><17696><37142><37194><37268>
PENGANTAR HUKUM ADMINISTRASI INDONESIA;340;Ilmu-ilmu sosial;<37242><37367><45590>
Hukum demokrasi & etika lentera menuju perubahan;340;Ilmu-ilmu sosial;<35518>
Business law and the legal environment;340;Ilmu-ilmu sosial;<28011>
Torts and personal injury law;340;Ilmu-ilmu sosial;<27741>
Employment law for human resource practice;340;Ilmu-ilmu sosial;<25952>
HUKUM SUMBER DAYA AIR;340;Ilmu-ilmu sosial;<37187>
Hukum pidana ekonomi;340;Ilmu-ilmu sosial;<U0000491><U0000492>
Negara Hukum;340;Ilmu-ilmu sosial;<15.461.1><15.461.2>
Asas-asas hukum pidana di Indonesia;340;Ilmu-ilmu sosial;<U0000831><U0000832><40864>
MORALITAS PROFESI HUKUM;340;Ilmu-ilmu sosial;<B002331><B002332>
Aspek Hukum Perdagangan Orang di Indonesia;340;Ilmu-ilmu sosial;<15.270.1><15.270.2>
Hukum Kebendaan;340;Ilmu-ilmu sosial;<15.294.1><15.294.2>
Metode Penelitian Hukum;340;Ilmu-ilmu sosial;<15.320.1><15.320.2>
Teori dan isu pembangunan;340;Ilmu-ilmu sosial;<2584.1>
Pembangunan wilayah;340;Ilmu-ilmu sosial;<003APBN.1><42747>
Teori akuntansi perekayasaan pelaporan keuangan;657;Ilmu-ilmu terapan;<1272.3.1><41157>
Pembangunan yang tidak berkelanjutan;340;Ilmu-ilmu sosial;<22407>
Makroekonomi;339;Ilmu-ilmu sosial;<0001.1>
Berbagai permainan yang meningkatkan kinerja;658;Ilmu-ilmu terapan;<29668><29669><29670>
EKOWISATA DAN PEMBAANGUNAN BERKELANJUTAAN;340;Ilmu-ilmu sosial;<21566>
PEMBANGUNAN WILAYAH;307;Ilmu-ilmu sosial;<663APBN3.1>
Pengantar ekonomi makro tinjauan ekonomi syariah;339;Ilmu-ilmu sosial;<40392>
Manajemen pembangunan kabupaten dan kota;340;Ilmu-ilmu sosial;<2526.1>
Pengelolaan Danau Limboto Dalam Perspektif Kebijakan Publik;340;Ilmu-ilmu sosial;<17507>
Undang-undang pengelolaan sumber daya air;339;Ilmu-ilmu sosial;<1875.1>
DYNAMIC MODELING FOR MARINE CONSERVATION;340;Ilmu-ilmu sosial;<12.239><12.243>
Sumber daya laut;340;Ilmu-ilmu sosial;<2145.1>
THE GENESIS OF MACROECONOMICS;339;Ilmu-ilmu sosial;<640>
KUMPULAN KHUTBAH JUM'AT;297;Agama;<50487>
Merintis & Meraih Sukses Usaha Penertbitan  ( Dari 'A' Sampai Z );297;Agama;<9786028618229><020><SM.753><753.2><40796>
Home school & community relations;371;Ilmu-ilmu sosial;<25903><25904>
Manajemen pendidikan analisis dan solusi terhadap kinerja manajemen kelas dan strategi pengajaran yang efektif;371;Ilmu-ilmu sosial;<31340>
